pid,work_creator,label,caption,type,location,_date,style,description,image_creator,image_date,image_type,image_description,repository,collection,use_rights_statement,media_url,,order,layout,thumbnail,full,manifest
208703,"Pratt, Enoch",Letter from Enoch Pratt to Charles Pratt,,letter,,,,"Letter from Enoch Pratt (founder of the Enoch Pratt Free Library of Baltimore) to Charles Pratt from January 15, 1888.",,1888,,,"Pratt Institute Archives, Pratt Institute Library (Brooklyn, New York, United States)",125Exhibit,"This item is protected by copyright and other rights and restrictions. Use of this item for purposes other than research or personal use requires permission from the Pratt Institute Archives. Items created before 1925 are in the Public Domain under the laws of the United States, but these same items may not be in the Public Domain under the laws of other countries. Permissions for intended uses may need to be obtained, and other rights such as publicity, privacy, or moral rights (e.g. right to be cited and right to integrity of the original) may limit how items can be used. Using items identified as student coursework may require permission from the student or rights-holder. For more information, or to obtain a high resolution digital file, please contact archives.library@pratt.edu.


 If you are the rights-holder of this item and have any concerns about how it is being shared, please visit https://libguides.pratt.edu/archives/takedown to submit a takedown request.",https://www.jstor.org/stable/community.31826319,,5,anniversary_item,"/img/derivatives/iiif/images/208703/full/250,/0/default.jpg","/img/derivatives/iiif/images/208703/full/1140,/0/default.jpg",/img/derivatives/iiif/208703/manifest.json
MMS2011,,Pratt Institute Library,View of the MMS Video Circulation Desk,library,"200 Willoughby Ave, Brooklyn, New York, New York, United States (original)",1896 (creation); 1912 (addition); 1980-1982 (renovation),Romanesque Revival,"The Pratt Institute Library was built as a public as well as a college library, and was the first free Library in New York City. It was built by architect William B. Tubby in Victorian Renaissance revival style, with interiors by the Tiffany Decorating Company the Romanesque-style Children's Portico was added to the children's entrance in 1912 the north porch was added in 1936 by John Mead Howells.",,2011,digital image,,,125Exhibit,"This item is protected by copyright and other rights and restrictions. Use of this item for purposes other than research or personal use requires permission from the Pratt Institute Archives. Items created before 1925 are in the Public Domain under the laws of the United States, but these same items may not be in the Public Domain under the laws of other countries. Permissions for intended uses may need to be obtained, and other rights such as publicity, privacy, or moral rights (e.g. right to be cited and right to integrity of the original) may limit how items can be used. Using items identified as student coursework may require permission from the student or rights-holder. For more information, or to obtain a high resolution digital file, please contact archives.library@pratt.edu. If you are the rights-holder of this item and have any concerns about how it is being shared, please visit https://libguides.pratt.edu/archives/takedown to submit a takedown request.",,,50,anniversary_item,"/img/derivatives/iiif/images/MMS2011/full/250,/0/default.jpg","/img/derivatives/iiif/images/MMS2011/full/1140,/0/default.jpg",/img/derivatives/iiif/MMS2011/manifest.json
159227,,[Library Centennial],,black-and-white print,,1997,,Cake made to resemble the Pratt Institute Libraries. Created in celebration of the Pratt Centennial in May 1996. Inscribed on cake: '100 Years Pratt.',,,,,"Pratt Institute Archives, Pratt Institute Library (Brooklyn, New York, United States)",125Exhibit,"This item is protected by copyright and other rights and restrictions. Use of this item for purposes other than research or personal use requires permission from the Pratt Institute Archives. Items created before 1925 are in the Public Domain under the laws of the United States, but these same items may not be in the Public Domain under the laws of other countries. Permissions for intended uses may need to be obtained, and other rights such as publicity, privacy, or moral rights (e.g. right to be cited and right to integrity of the original) may limit how items can be used. Using items identified as student coursework may require permission from the student or rights-holder. For more information, or to obtain a high resolution digital file, please contact archives.library@pratt.edu. If you are the rights-holder of this item and have any concerns about how it is being shared, please visit https://libguides.pratt.edu/archives/takedown to submit a takedown request.",https://www.jstor.org/stable/community.353670,,51,anniversary_item,"/img/derivatives/iiif/images/159227/full/250,/0/default.jpg","/img/derivatives/iiif/images/159227/full/1140,/0/default.jpg",/img/derivatives/iiif/159227/manifest.json
208705,,Pratt Library Centennial Celebration Postcard,,invitation; postcard,,1997,,"Invitation to the a celebration of the 100th anniversary of the Pratt Institute Library. The event was held on May 15, 1997 outside of the library.",,1997,,,"Pratt Institute Archives, Pratt Institute Library (Brooklyn, New York, United States)",125Exhibit,"This item is protected by copyright and other rights and restrictions. Use of this item for purposes other than research or personal use requires permission from the Pratt Institute Archives. Items created before 1925 are in the Public Domain under the laws of the United States, but these same items may not be in the Public Domain under the laws of other countries. Permissions for intended uses may need to be obtained, and other rights such as publicity, privacy, or moral rights (e.g. right to be cited and right to integrity of the original) may limit how items can be used. Using items identified as student coursework may require permission from the student or rights-holder. For more information, or to obtain a high resolution digital file, please contact archives.library@pratt.edu.


 If you are the rights-holder of this item and have any concerns about how it is being shared, please visit https://libguides.pratt.edu/archives/takedown to submit a takedown request.",https://www.jstor.org/stable/community.31826324,,52,anniversary_item,"/img/derivatives/iiif/images/208705/full/250,/0/default.jpg","/img/derivatives/iiif/images/208705/full/1140,/0/default.jpg",/img/derivatives/iiif/208705/manifest.json
208711,,Pratt Institute Libraries Faculty and Staff Portrait,,black-and-white print,,1997,,"Portrait of Pratt Institute Libraries staff and faculty. Seated, from left to right: Dr. George Lowy, Dr. Sydney Starr, Jean Hines, Sukey Tamarkin and Paul Glassman. Standing, from left to right: Greta Earnest, Josephine McSweeney, Mary Vincent, Annie Thompson, Roger Cartmill, Joseph Cahn, Russell Abell, Emily Kranis, Margot Karp, Vincent Valenti, Steve Cohen, Lorraine Edwards, Michele Nauman, Margaret Richardson, Eileen LaFemina, Margaret Ashton, Celeste Newton and Dean F. William Chickering.",,,,,"Pratt Institute Archives, Pratt Institute Library (Brooklyn, New York, United States)",125Exhibit,"This item is protected by copyright and other rights and restrictions. Use of this item for purposes other than research or personal use requires permission from the Pratt Institute Archives. Items created before 1925 are in the Public Domain under the laws of the United States, but these same items may not be in the Public Domain under the laws of other countries. Permissions for intended uses may need to be obtained, and other rights such as publicity, privacy, or moral rights (e.g. right to be cited and right to integrity of the original) may limit how items can be used. Using items identified as student coursework may require permission from the student or rights-holder. For more information, or to obtain a high resolution digital file, please contact archives.library@pratt.edu. If you are the rights-holder of this item and have any concerns about how it is being shared, please visit https://libguides.pratt.edu/archives/takedown to submit a takedown request.",https://www.jstor.org/stable/community.31826291,,53,anniversary_item,"/img/derivatives/iiif/images/208711_00/full/250,/0/default.jpg","/img/derivatives/iiif/images/208711_00/full/1140,/0/default.jpg",/img/derivatives/iiif/208711/manifest.json
208600,,Art of the Book - Spring 2018,view of display case on first floor,color photograph,,"April 11, 2018-April 30, 2018",,"Exhibition of artists' books created by Robbin Ami Silverberg's Spring 2018 TECH 545 Art of the Book class, accompanied by a selection of works by Warren Lehrer, and items from the Libraries' Artists' Book Collection.",,,,,"Pratt Institute Archives, Pratt Institute Library (Brooklyn, New York, United States)",125Exhibit,"This item is protected by copyright and other rights and restrictions. Use of this item for purposes other than research or personal use requires permission from the Pratt Institute Archives. Items created before 1925 are in the Public Domain under the laws of the United States, but these same items may not be in the Public Domain under the laws of other countries. Permissions for intended uses may need to be obtained, and other rights such as publicity, privacy, or moral rights (e.g. right to be cited and right to integrity of the original) may limit how items can be used. Using items identified as student coursework may require permission from the student or rights-holder. For more information, or to obtain a high resolution digital file, please contact archives.library@pratt.edu. If you are the rights-holder of this item and have any concerns about how it is being shared, please visit https://libguides.pratt.edu/archives/takedown to submit a takedown request.",https://www.jstor.org/stable/community.27012548,,54,anniversary_item,"/img/derivatives/iiif/images/208600/full/250,/0/default.jpg","/img/derivatives/iiif/images/208600/full/1140,/0/default.jpg",/img/derivatives/iiif/208600/manifest.json
IMG-0816,Circulating Zine Collection,,,color photograph,,,,The zine collection was started in 2003 as a collection to be used in the library only. As of Fall 2019 the collection was put out in the public area and made available for circulation.,,2022,,,,125Exhibit,"This item is protected by copyright and other rights and restrictions. Use of this item for purposes other than research or personal use requires permission from the Pratt Institute Archives. Items created before 1925 are in the Public Domain under the laws of the United States, but these same items may not be in the Public Domain under the laws of other countries. Permissions for intended uses may need to be obtained, and other rights such as publicity, privacy, or moral rights (e.g. right to be cited and right to integrity of the original) may limit how items can be used. Using items identified as student coursework may require permission from the student or rights-holder. For more information, or to obtain a high resolution digital file, please contact archives.library@pratt.edu. If you are the rights-holder of this item and have any concerns about how it is being shared, please visit https://libguides.pratt.edu/archives/takedown to submit a takedown request.",,,55,anniversary_item,"/img/derivatives/iiif/images/IMG-0816/full/250,/0/default.jpg","/img/derivatives/iiif/images/IMG-0816/full/1140,/0/default.jpg",/img/derivatives/iiif/IMG-0816/manifest.json
208704,"Pratt, Enoch",Letter from Enoch Pratt to Charles Pratt,,letter,,,,"Letter from Enoch Pratt (founder of the Enoch Pratt Free Library of Baltimore) to Charles Pratt from January 20, 1887.",,1887,,,"Pratt Institute Archives, Pratt Institute Library (Brooklyn, New York, United States)",125Exhibit,"This item is protected by copyright and other rights and restrictions. Use of this item for purposes other than research or personal use requires permission from the Pratt Institute Archives. Items created before 1925 are in the Public Domain under the laws of the United States, but these same items may not be in the Public Domain under the laws of other countries. Permissions for intended uses may need to be obtained, and other rights such as publicity, privacy, or moral rights (e.g. right to be cited and right to integrity of the original) may limit how items can be used. Using items identified as student coursework may require permission from the student or rights-holder. For more information, or to obtain a high resolution digital file, please contact archives.library@pratt.edu.


 If you are the rights-holder of this item and have any concerns about how it is being shared, please visit https://libguides.pratt.edu/archives/takedown to submit a takedown request.",https://www.jstor.org/stable/community.31826322,,6,anniversary_item,"/img/derivatives/iiif/images/208704/full/250,/0/default.jpg","/img/derivatives/iiif/images/208704/full/1140,/0/default.jpg",/img/derivatives/iiif/208704/manifest.json
159589,"Tubby, William Bunker (American architect, 1858-1944) amateur architect, building|Tiffany Glass and Decorating Company (American glass manufactory, 19th-20th centuries) interior designer, stacks and interior furnishings|Howells, John Mead (American architect, 1868-1959) architect, north porch|Cavaglieri and Gran Architects (20th century American architecture firm) architect, renovation",Pratt Institute Library,interior view of the library in the Main Building,library,"200 Willoughby Ave, Brooklyn, New York, New York, United States (original)",1896 (creation); 1912 (addition); 1980-1982 (renovation),,"The Pratt Institute Library was built as a public as well as a college library. It is a designated New York City Landmark and part of the Pratt Institute Historic District. The building opened in 1896, though the library as an institution had existed since 1888. Originally located in the Main Building, it was the first free library in Brooklyn. The library building was designed by architect William Tubby in the Renaissance Revival style, with Tiffany Glass and Decorating Company responsible for the interiors. As designed, the entrance was on the north side of the building. The building is notable for its early inclusion of a children's room, and in 1912, a dedicated children's entrance fashioned after the Norman staircase of Canterbury Cathedral was added to the building's south side. The north porch by John Mead Howells, now sealed off, was added in 1936. In 1980, the children's porch was removed to make way for an expansion of the basement level and the addition of the south plaza.",,n.d. [c. 1887-1895],black-and-white print,"Interior view of the Pratt Institute Library in the Main Building showing women browsing in the stacks and reading, and several display cases.","Pratt Institute Archives, Pratt Institute Library (Brooklyn, New York, United States)",125Exhibit,"This item is protected by copyright and other rights and restrictions. Use of this item for purposes other than research or personal use requires permission from the Pratt Institute Archives. Items created before 1925 are in the Public Domain under the laws of the United States, but these same items may not be in the Public Domain under the laws of other countries. Permissions for intended uses may need to be obtained, and other rights such as publicity, privacy, or moral rights (e.g. right to be cited and right to integrity of the original) may limit how items can be used. Using items identified as student coursework may require permission from the student or rights-holder. For more information, or to obtain a high resolution digital file, please contact archives.library@pratt.edu. If you are the rights-holder of this item and have any concerns about how it is being shared, please visit https://libguides.pratt.edu/archives/takedown to submit a takedown request.",https://www.jstor.org/stable/community.26220215,,7,anniversary_item,"/img/derivatives/iiif/images/159589/full/250,/0/default.jpg","/img/derivatives/iiif/images/159589/full/1140,/0/default.jpg",/img/derivatives/iiif/159589/manifest.json
208696,"Tubby, William Bunker (American architect, 1858-1944) amateur architect, building|Tiffany Glass and Decorating Company (American glass manufactory, 19th-20th centuries) interior designer, stacks and interior furnishings|Howells, John Mead (American architect, 1868-1959) architect, north porch|Cavaglieri and Gran Architects (20th century American architecture firm) architect, renovation",Pratt Institute Library,interior view of the library in the Main Building,library,"200 Willoughby Ave, Brooklyn, New York, New York, United States (original)",1896 (creation); 1912 (addition); 1980-1982 (renovation),Romanesque Revival,"The Pratt Institute Library was built as a public as well as a college library. It is a designated New York City Landmark and part of the Pratt Institute Historic District. The building opened in 1896, though the library as an institution had existed since 1888. Originally located in the Main Building, it was the first free library in Brooklyn. The library building was designed by architect William Tubby in the Renaissance Revival style, with Tiffany Glass and Decorating Company responsible for the interiors. As designed, the entrance was on the north side of the building. The building is notable for its early inclusion of a children's room, and in 1912, a dedicated children's entrance fashioned after the Norman staircase of Canterbury Cathedral was added to the building's south side. The north porch by John Mead Howells, now sealed off, was added in 1936. In 1980, the children's porch was removed to make way for an expansion of the basement level and the addition of the south plaza.",,n.d. [before 1896],black-and-white print,Interior view of the circulation desk in the Pratt Institute Free Library in the Main Building .,"Pratt Institute Archives, Pratt Institute Library (Brooklyn, New York, United States)",125Exhibit,"This item is protected by copyright and other rights and restrictions. Use of this item for purposes other than research or personal use requires permission from the Pratt Institute Archives. Items created before 1925 are in the Public Domain under the laws of the United States, but these same items may not be in the Public Domain under the laws of other countries. Permissions for intended uses may need to be obtained, and other rights such as publicity, privacy, or moral rights (e.g. right to be cited and right to integrity of the original) may limit how items can be used. Using items identified as student coursework may require permission from the student or rights-holder. For more information, or to obtain a high resolution digital file, please contact archives.library@pratt.edu. If you are the rights-holder of this item and have any concerns about how it is being shared, please visit https://libguides.pratt.edu/archives/takedown to submit a takedown request.",https://www.jstor.org/stable/community.31833290,,8,anniversary_item,"/img/derivatives/iiif/images/208696/full/250,/0/default.jpg","/img/derivatives/iiif/images/208696/full/1140,/0/default.jpg",/img/derivatives/iiif/208696/manifest.json
179711,,[Library - Main Building],,black-and-white print,,,,"Interior view of the Pratt Institute Free Library originally housed in the Main Building, showing students in the reading room. The Pratt Institute Library was built as a public as well as a college library, and was the first free Library in New York City. It moved to its present location in 1896.",,,,,"Pratt Institute Archives, Pratt Institute Library (Brooklyn, New York, United States)",125Exhibit,"This item is protected by copyright and other rights and restrictions. Use of this item for purposes other than research or personal use requires permission from the Pratt Institute Archives. Items created before 1925 are in the Public Domain under the laws of the United States, but these same items may not be in the Public Domain under the laws of other countries. Permissions for intended uses may need to be obtained, and other rights such as publicity, privacy, or moral rights (e.g. right to be cited and right to integrity of the original) may limit how items can be used. Using items identified as student coursework may require permission from the student or rights-holder. For more information, or to obtain a high resolution digital file, please contact archives.library@pratt.edu. If you are the rights-holder of this item and have any concerns about how it is being shared, please visit https://libguides.pratt.edu/archives/takedown to submit a takedown request.",https://www.jstor.org/stable/community.1333767,,9,anniversary_item,"/img/derivatives/iiif/images/179711/full/250,/0/default.jpg","/img/derivatives/iiif/images/179711/full/1140,/0/default.jpg",/img/derivatives/iiif/179711/manifest.json
