pid,work_creator,label,caption,type,location,_date,style,description,image_creator,image_date,image_type,image_description,repository,collection,use_rights_statement,media_url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208687,"Tubby, William Bunker (American architect, 1858-1944) amateur architect, building|Tiffany Glass and Decorating Company (American glass manufactory, 19th-20th centuries) interior designer, stacks and interior furnishings|Howells, John Mead (American architect, 1868-1959) architect, north porch|Cavaglieri and Gran Architects (20th century American architecture firm) architect, renovation",Pratt Institute Library,view of the removal of the Children's Portico,library,"200 Willoughby Ave, Brooklyn, New York, New York, United States (original)",1896 (creation); 1912 (addition); 1980-1982 (renovation),Romanesque Revival,"The Pratt Institute Library was built as a public as well as a college library. It is a designated New York City Landmark and part of the Pratt Institute Historic District. The building opened in 1896, though the library as an institution had existed since 1888. Originally located in the Main Building, it was the first free library in Brooklyn. The library building was designed by architect William Tubby in the Renaissance Revival style, with Tiffany Glass and Decorating Company responsible for the interiors. As designed, the entrance was on the north side of the building. The building is notable for its early inclusion of a children's room, and in 1912, a dedicated children's entrance fashioned after the Norman staircase of Canterbury Cathedral was added to the building's south side. The north porch by John Mead Howells, now sealed off, was added in 1936. In 1980, the children's porch was removed to make way for an expansion of the basement level and the addition of the south plaza.",,1980,color print,,"Pratt Institute Archives, Pratt Institute Library (Brooklyn, New York, United States)",Pratt Institute Archives Photograph Collection,"This item is protected by copyright and other rights and restrictions. Use of this item for purposes other than research or personal use requires permission from the Pratt Institute Archives. Items created before 1925 are in the Public Domain under the laws of the United States, but these same items may not be in the Public Domain under the laws of other countries. Permissions for intended uses may need to be obtained, and other rights such as publicity, privacy, or moral rights (e.g. right to be cited and right to integrity of the original) may limit how items can be used. Using items identified as student coursework may require permission from the student or rights-holder. For more information, or to obtain a high resolution digital file, please contact archives.library@pratt.edu. If you are the rights-holder of this item and have any concerns about how it is being shared, please visit https://libguides.pratt.edu/archives/takedown to submit a takedown request.",https://forum.jstor.org/assets/31826278/representation-view,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208688,"Tubby, William Bunker (American architect, 1858-1944) amateur architect, building|Tiffany Glass and Decorating Company (American glass manufactory, 19th-20th centuries) interior designer, stacks and interior furnishings|Howells, John Mead (American architect, 1868-1959) architect, north porch|Cavaglieri and Gran Architects (20th century American architecture firm) architect, renovation",Pratt Institute Library,view of the Children's Portico amidst the library renovation,library,"200 Willoughby Ave, Brooklyn, New York, New York, United States (original)",1896 (creation); 1912 (addition); 1980-1982 (renovation),Romanesque Revival,"The Pratt Institute Library was built as a public as well as a college library. It is a designated New York City Landmark and part of the Pratt Institute Historic District. The building opened in 1896, though the library as an institution had existed since 1888. Originally located in the Main Building, it was the first free library in Brooklyn. The library building was designed by architect William Tubby in the Renaissance Revival style, with Tiffany Glass and Decorating Company responsible for the interiors. As designed, the entrance was on the north side of the building. The building is notable for its early inclusion of a children's room, and in 1912, a dedicated children's entrance fashioned after the Norman staircase of Canterbury Cathedral was added to the building's south side. The north porch by John Mead Howells, now sealed off, was added in 1936. In 1980, the children's porch was removed to make way for an expansion of the basement level and the addition of the south plaza.",,1980,color print,,"Pratt Institute Archives, Pratt Institute Library (Brooklyn, New York, United States)",Pratt Institute Archives Photograph Collection,"This item is protected by copyright and other rights and restrictions. Use of this item for purposes other than research or personal use requires permission from the Pratt Institute Archives. Items created before 1925 are in the Public Domain under the laws of the United States, but these same items may not be in the Public Domain under the laws of other countries. Permissions for intended uses may need to be obtained, and other rights such as publicity, privacy, or moral rights (e.g. right to be cited and right to integrity of the original) may limit how items can be used. Using items identified as student coursework may require permission from the student or rights-holder. For more information, or to obtain a high resolution digital file, please contact archives.library@pratt.edu. If you are the rights-holder of this item and have any concerns about how it is being shared, please visit https://libguides.pratt.edu/archives/takedown to submit a takedown request.",https://forum.jstor.org/assets/31826274/representation-view,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208685,"Tubby, William Bunker (American architect, 1858-1944) amateur architect, building|Tiffany Glass and Decorating Company (American glass manufactory, 19th-20th centuries) interior designer, stacks and interior furnishings|Howells, John Mead (American architect, 1868-1959) architect, north porch|Cavaglieri and Gran Architects (20th century American architecture firm) architect, renovation",Pratt Institute Library,view of the deck and entrance to Pratt Institute Library,library,"200 Willoughby Ave, Brooklyn, New York, New York, United States (original)",1896 (creation); 1912 (addition); 1980-1982 (renovation),Romanesque Revival,"The Pratt Institute Library was built as a public as well as a college library. It is a designated New York City Landmark and part of the Pratt Institute Historic District. The building opened in 1896, though the library as an institution had existed since 1888. Originally located in the Main Building, it was the first free library in Brooklyn. The library building was designed by architect William Tubby in the Renaissance Revival style, with Tiffany Glass and Decorating Company responsible for the interiors. As designed, the entrance was on the north side of the building. The building is notable for its early inclusion of a children's room, and in 1912, a dedicated children's entrance fashioned after the Norman staircase of Canterbury Cathedral was added to the building's south side. The north porch by John Mead Howells, now sealed off, was added in 1936. In 1980, the children's porch was removed to make way for an expansion of the basement level and the addition of the south plaza.",,1982,black-and-white print,Exterior view of the Pratt Institute Library showing a student entering the library on the newly-added deck.,"Pratt Institute Archives, Pratt Institute Library (Brooklyn, New York, United States)",Pratt Institute Archives Photograph Collection,"This item is protected by copyright and other rights and restrictions. Use of this item for purposes other than research or personal use requires permission from the Pratt Institute Archives. Items created before 1925 are in the Public Domain under the laws of the United States, but these same items may not be in the Public Domain under the laws of other countries. Permissions for intended uses may need to be obtained, and other rights such as publicity, privacy, or moral rights (e.g. right to be cited and right to integrity of the original) may limit how items can be used. Using items identified as student coursework may require permission from the student or rights-holder. For more information, or to obtain a high resolution digital file, please contact archives.library@pratt.edu. If you are the rights-holder of this item and have any concerns about how it is being shared, please visit https://libguides.pratt.edu/archives/takedown to submit a takedown request.",https://forum.jstor.org/assets/31826273/representation-view,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208684,"Tubby, William Bunker (American architect, 1858-1944) amateur architect, building|Tiffany Glass and Decorating Company (American glass manufactory, 19th-20th centuries) interior designer, stacks and interior furnishings|Howells, John Mead (American architect, 1868-1959) architect, north porch|Cavaglieri and Gran Architects (20th century American architecture firm) architect, renovation",Pratt Institute Library,interior view of the Pratt Institute Library,library,"200 Willoughby Ave, Brooklyn, New York, New York, United States (original)",1896 (creation); 1912 (addition); 1980-1982 (renovation),Romanesque Revival,"The Pratt Institute Library was built as a public as well as a college library. It is a designated New York City Landmark and part of the Pratt Institute Historic District. The building opened in 1896, though the library as an institution had existed since 1888. Originally located in the Main Building, it was the first free library in Brooklyn. The library building was designed by architect William Tubby in the Renaissance Revival style, with Tiffany Glass and Decorating Company responsible for the interiors. As designed, the entrance was on the north side of the building. The building is notable for its early inclusion of a children's room, and in 1912, a dedicated children's entrance fashioned after the Norman staircase of Canterbury Cathedral was added to the building's south side. The north porch by John Mead Howells, now sealed off, was added in 1936. In 1980, the children's porch was removed to make way for an expansion of the basement level and the addition of the south plaza.",,ca. 1980s,black-and-white print,Interior view of the Lower Level of the Pratt Institute Library ,"Pratt Institute Archives, Pratt Institute Library (Brooklyn, New York, United States)",Pratt Institute Archives Photograph Collection,"This item is protected by copyright and other rights and restrictions. Use of this item for purposes other than research or personal use requires permission from the Pratt Institute Archives. Items created before 1925 are in the Public Domain under the laws of the United States, but these same items may not be in the Public Domain under the laws of other countries. Permissions for intended uses may need to be obtained, and other rights such as publicity, privacy, or moral rights (e.g. right to be cited and right to integrity of the original) may limit how items can be used. Using items identified as student coursework may require permission from the student or rights-holder. For more information, or to obtain a high resolution digital file, please contact archives.library@pratt.edu. If you are the rights-holder of this item and have any concerns about how it is being shared, please visit https://libguides.pratt.edu/archives/takedown to submit a takedown request.",https://www.jstor.org/stable/community.31826272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198749,"Tubby, William Bunker (American architect, 1858-1944) amateur architect, building|Tiffany Glass and Decorating Company (American glass manufactory, 19th-20th centuries) interior designer, stacks and interior furnishings|Howells, John Mead (American architect, 1868-1959) architect, north porch|Cavaglieri and Gran Architects (20th century American architecture firm) architect, renovation",Pratt Institute Library,interior view of the Pratt Institute Library,library,"200 Willoughby Ave, Brooklyn, New York, New York, United States (original)",1896 (creation); 1912 (addition); 1980-1982 (renovation),Romanesque Revival,"The Pratt Institute Library was built as a public as well as a college library. It is a designated New York City Landmark and part of the Pratt Institute Historic District. The building opened in 1896, though the library as an institution had existed since 1888. Originally located in the Main Building, it was the first free library in Brooklyn. The library building was designed by architect William Tubby in the Renaissance Revival style, with Tiffany Glass and Decorating Company responsible for the interiors. As designed, the entrance was on the north side of the building. The building is notable for its early inclusion of a children's room, and in 1912, a dedicated children's entrance fashioned after the Norman staircase of Canterbury Cathedral was added to the building's south side. The north porch by John Mead Howells, now sealed off, was added in 1936. In 1980, the children's porch was removed to make way for an expansion of the basement level and the addition of the south plaza.",,after 1982,color slide,This image was taken after significant renovation to the Library in 1982.,"Pratt Institute Archives, Pratt Institute Library (Brooklyn, New York, United States)",Pratt Institute Archives Photograph Collection,"This item is protected by copyright and other rights and restrictions. Use of this item for purposes other than research or personal use requires permission from the Pratt Institute Archives. Items created before 1925 are in the Public Domain under the laws of the United States, but these same items may not be in the Public Domain under the laws of other countries. Permissions for intended uses may need to be obtained, and other rights such as publicity, privacy, or moral rights (e.g. right to be cited and right to integrity of the original) may limit how items can be used. Using items identified as student coursework may require permission from the student or rights-holder. For more information, or to obtain a high resolution digital file, please contact archives.library@pratt.edu. If you are the rights-holder of this item and have any concerns about how it is being shared, please visit https://libguides.pratt.edu/archives/takedown to submit a takedown request.",https://www.jstor.org/stable/community.26225291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159232,"Tubby, William Bunker (American architect, 1858-1944) amateur architect, building|Tiffany Glass and Decorating Company (American glass manufactory, 19th-20th centuries) interior designer, stacks and interior furnishings|Howells, John Mead (American architect, 1868-1959) architect, north porch|Cavaglieri and Gran Architects (20th century American architecture firm) architect, renovation",Pratt Institute Library,view of the installation of protective glass walls to the stacks,library,"200 Willoughby Ave, Brooklyn, New York, New York, United States (original)",1896 (creation); 1912 (addition); 1980-1982 (renovation),Romanesque Revival,"The Pratt Institute Library was built as a public as well as a college library. It is a designated New York City Landmark and part of the Pratt Institute Historic District. The building opened in 1896, though the library as an institution had existed since 1888. Originally located in the Main Building, it was the first free library in Brooklyn. The library building was designed by architect William Tubby in the Renaissance Revival style, with Tiffany Glass and Decorating Company responsible for the interiors. As designed, the entrance was on the north side of the building. The building is notable for its early inclusion of a children's room, and in 1912, a dedicated children's entrance fashioned after the Norman staircase of Canterbury Cathedral was added to the building's south side. The north porch by John Mead Howells, now sealed off, was added in 1936. In 1980, the children's porch was removed to make way for an expansion of the basement level and the addition of the south plaza.",,2000,color print,,"Pratt Institute Archives, Pratt Institute Library (Brooklyn, New York, United States)",Pratt Institute Archives Photograph Collection,"This item is protected by copyright and other rights and restrictions. Use of this item for purposes other than research or personal use requires permission from the Pratt Institute Archives. Items created before 1925 are in the Public Domain under the laws of the United States, but these same items may not be in the Public Domain under the laws of other countries. Permissions for intended uses may need to be obtained, and other rights such as publicity, privacy, or moral rights (e.g. right to be cited and right to integrity of the original) may limit how items can be used. Using items identified as student coursework may require permission from the student or rights-holder. For more information, or to obtain a high resolution digital file, please contact archives.library@pratt.edu. If you are the rights-holder of this item and have any concerns about how it is being shared, please visit https://libguides.pratt.edu/archives/takedown to submit a takedown request.",https://www.jstor.org/stable/community.26219947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199148,"Tubby, William Bunker (American architect, 1858-1944) amateur architect, building|Tiffany Glass and Decorating Company (American glass manufactory, 19th-20th centuries) interior designer, stacks and interior furnishings|Howells, John Mead (American architect, 1868-1959) architect, north porch|Cavaglieri and Gran Architects (20th century American architecture firm) architect, renovation",Pratt Institute Library,Basement reflected ceiling plan from Pratt Institute Library Construction Set,library,"200 Willoughby Ave, Brooklyn, New York, New York, United States (original)",1896 (creation); 1912 (addition); 1980-1982 (renovation),Romanesque Revival,"The Pratt Institute Library was built as a public as well as a college library, and was the first free Library in New York City. It was built by architect William B. Tubby in Victorian Renaissance revival style, with interiors by the Tiffany Decorating Company the Romanesque-style Children's Portico was added to the children's entrance in 1912 the north porch was added in 1936 by John Mead Howells.","Rogers Marvel Architects, LLC (21st century American architecture firm); Robert Silman Associates, P.C (structural engineers); Keyspan Energy Management (mechanical engineers) ; Rogers Marvel Architects (American architectural firm, contemporary)",2000,plan,,,"Pratt Institute Facilities Department (Brooklyn, New York, United States)","This item is protected by copyright and other rights and restrictions. Use of this item for purposes other than research or personal use requires permission from the Pratt Institute Archives. Items created before 1925 are in the Public Domain under the laws of the United States, but these same items may not be in the Public Domain under the laws of other countries. Permissions for intended uses may need to be obtained, and other rights such as publicity, privacy, or moral rights (e.g. right to be cited and right to integrity of the original) may limit how items can be used. Using items identified as student coursework may require permission from the student or rights-holder. For more information, or to obtain a high resolution digital file, please contact archives.library@pratt.edu. If you are the rights-holder of this item and have any concerns about how it is being shared, please visit https://libguides.pratt.edu/archives/takedown to submit a takedown request.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS2011,,Pratt Institute Library,View of the MMS Video Circulation Desk,library,"200 Willoughby Ave, Brooklyn, New York, New York, United States (original)",1896 (creation); 1912 (addition); 1980-1982 (renovation),Romanesque Revival,"The Pratt Institute Library was built as a public as well as a college library, and was the first free Library in New York City. It was built by architect William B. Tubby in Victorian Renaissance revival style, with interiors by the Tiffany Decorating Company the Romanesque-style Children's Portico was added to the children's entrance in 1912 the north porch was added in 1936 by John Mead Howells.",,2011,digital image,,,,"This item is protected by copyright and other rights and restrictions. Use of this item for purposes other than research or personal use requires permission from the Pratt Institute Archives. Items created before 1925 are in the Public Domain under the laws of the United States, but these same items may not be in the Public Domain under the laws of other countries. Permissions for intended uses may need to be obtained, and other rights such as publicity, privacy, or moral rights (e.g. right to be cited and right to integrity of the original) may limit how items can be used. Using items identified as student coursework may require permission from the student or rights-holder. For more information, or to obtain a high resolution digital file, please contact archives.library@pratt.edu. If you are the rights-holder of this item and have any concerns about how it is being shared, please visit https://libguides.pratt.edu/archives/takedown to submit a takedown request.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159227,,[Library Centennial],,color print,,1997,,Cake made to resemble the Pratt Institute Libraries. Created in celebration of the Pratt Centennial in May 1996. Inscribed on cake: '100 Years Pratt.',,,,,"Pratt Institute Archives, Pratt Institute Library (Brooklyn, New York, United States)",Archives Photograph Collection,"This item is protected by copyright and other rights and restrictions. Use of this item for purposes other than research or personal use requires permission from the Pratt Institute Archives. Items created before 1925 are in the Public Domain under the laws of the United States, but these same items may not be in the Public Domain under the laws of other countries. Permissions for intended uses may need to be obtained, and other rights such as publicity, privacy, or moral rights (e.g. right to be cited and right to integrity of the original) may limit how items can be used. Using items identified as student coursework may require permission from the student or rights-holder. For more information, or to obtain a high resolution digital file, please contact archives.library@pratt.edu. If you are the rights-holder of this item and have any concerns about how it is being shared, please visit https://libguides.pratt.edu/archives/takedown to submit a takedown request.",https://forum.jstor.org/assets/353670/representation-view,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208705,,Pratt Library Centennial Celebration Postcard,,invitation; postcard,,1997,,"Invitation to the a celebration of the 100th anniversary of the Pratt Institute Library. The event was held on May 15, 1997 outside of the library.",,1997,,,"Pratt Institute Archives, Pratt Institute Library (Brooklyn, New York, United States)",Records of the Library,"This item is protected by copyright and other rights and restrictions. Use of this item for purposes other than research or personal use requires permission from the Pratt Institute Archives. Items created before 1925 are in the Public Domain under the laws of the United States, but these same items may not be in the Public Domain under the laws of other countries. Permissions for intended uses may need to be obtained, and other rights such as publicity, privacy, or moral rights (e.g. right to be cited and right to integrity of the original) may limit how items can be used. Using items identified as student coursework may require permission from the student or rights-holder. For more information, or to obtain a high resolution digital file, please contact archives.library@pratt.edu. 
 

 If you are the rights-holder of this item and have any concerns about how it is being shared, please visit https://libguides.pratt.edu/archives/takedown to submit a takedown request.",https://forum.jstor.org/assets/31826324/representation-view,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208711,,Pratt Institute Libraries Faculty and Staff Portrait,,black-and-white print,,1997,,"Portrait of Pratt Institute Libraries staff and faculty. Seated, from left to right: Dr. George Lowy, Dr. Sydney Starr, Jean Hines, Sukey Tamarkin and Paul Glassman. Standing, from left to right: Greta Earnest, Josephine McSweeney, Mary Vincent, Annie Thompson, Roger Cartmill, Joseph Cahn, Russell Abell, Emily Kranis, Margot Karp, Vincent Valenti, Steve Cohen, Lorraine Edwards, Michele Nauman, Margaret Richardson, Eileen LaFemina, Margaret Ashton, Celeste Newton and Dean F. William Chickering.",,,,,"Pratt Institute Archives, Pratt Institute Library (Brooklyn, New York, United States)",Archives Photograph Collection,"This item is protected by copyright and other rights and restrictions. Use of this item for purposes other than research or personal use requires permission from the Pratt Institute Archives. Items created before 1925 are in the Public Domain under the laws of the United States, but these same items may not be in the Public Domain under the laws of other countries. Permissions for intended uses may need to be obtained, and other rights such as publicity, privacy, or moral rights (e.g. right to be cited and right to integrity of the original) may limit how items can be used. Using items identified as student coursework may require permission from the student or rights-holder. For more information, or to obtain a high resolution digital file, please contact archives.library@pratt.edu. If you are the rights-holder of this item and have any concerns about how it is being shared, please visit https://libguides.pratt.edu/archives/takedown to submit a takedown request.",https://forum.jstor.org/assets/31826291/representation-view,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208600,,Art of the Book - Spring 2018,view of display case on first floor,student exhibition,,"April 11, 2018-April 30, 2018",,"Exhibition of artists' books created by Robbin Ami Silverberg's Spring 2018 TECH 545 Art of the Book class, accompanied by a selection of works by Warren Lehrer, and items from the Libraries' Artists' Book Collection.",,,,,"Pratt Institute Archives, Pratt Institute Library (Brooklyn, New York, United States)",,"This item is protected by copyright and other rights and restrictions. Use of this item for purposes other than research or personal use requires permission from the Pratt Institute Archives. Items created before 1925 are in the Public Domain under the laws of the United States, but these same items may not be in the Public Domain under the laws of other countries. Permissions for intended uses may need to be obtained, and other rights such as publicity, privacy, or moral rights (e.g. right to be cited and right to integrity of the original) may limit how items can be used. Using items identified as student coursework may require permission from the student or rights-holder. For more information, or to obtain a high resolution digital file, please contact archives.library@pratt.edu. If you are the rights-holder of this item and have any concerns about how it is being shared, please visit https://libguides.pratt.edu/archives/takedown to submit a takedown request.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG-0816,Circulating Zine Collection,,,,,,,The zine collection was started in 2003 as a collection to be used in the library only. As of Fall 2019 the collection was put out in the publc area and made available for circulation.,,2022,,,,,"This item is protected by copyright and other rights and restrictions. Use of this item for purposes other than research or personal use requires permission from the Pratt Institute Archives. Items created before 1925 are in the Public Domain under the laws of the United States, but these same items may not be in the Public Domain under the laws of other countries. Permissions for intended uses may need to be obtained, and other rights such as publicity, privacy, or moral rights (e.g. right to be cited and right to integrity of the original) may limit how items can be used. Using items identified as student coursework may require permission from the student or rights-holder. For more information, or to obtain a high resolution digital file, please contact archives.library@pratt.edu. If you are the rights-holder of this item and have any concerns about how it is being shared, please visit https://libguides.pratt.edu/archives/takedown to submit a takedown request.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
